run_id,utc_time,base_seed,score,failed,transit_frequency_mult,congestion_toll,road_capacity_scale,avg_travel_time,total_energy,mean_congestion,congestion_p95,total_emissions
1,2025-12-31T03:11:31.147504+00:00,42,724129.2190602755,0,1.3191648388447708,2.1943921987602617,1.143439167964553,526.9836596616732,2887276.6666442677,171.72237975344365,1400.0294264123083,0.0
2,2025-12-31T03:11:32.756789+00:00,42,721220.7203724385,0,1.2578944232474911,0.47088673943824766,1.1902489406547023,505.4486450745589,2875711.777539654,151.48059252082095,1413.6991557816239,0.0
3,2025-12-31T03:11:34.475195+00:00,42,788534.2893118421,0,1.3089117615922823,3.930321526384769,0.8512454530702184,502.9147757910821,3144830.2842093105,159.23695445806834,1440.2177592071139,0.0
4,2025-12-31T03:11:36.344985+00:00,42,793124.5446231832,0,1.0603087503164537,1.8539901211629062,1.1707059955394408,542.5054005712559,3162423.3987645335,174.5602980916103,1559.5444605197094,0.0
5,2025-12-31T03:11:37.923672+00:00,42,751984.5505299205,0,1.2150920960645317,4.113808066354149,0.9773656795309325,504.58552443814443,2998725.347855793,155.7415325779969,1420.985934989411,0.0
6,2025-12-31T03:11:39.669590+00:00,42,753142.4859352715,0,0.8817909774278214,2.772923935079174,0.8255269024416702,532.9659357440501,3002351.8937418773,173.67108205315955,1597.7865956885873,0.0
7,2025-12-31T03:11:41.428092+00:00,42,785253.9815425588,0,1.3621049375940657,3.1583219956103243,1.1032350960341495,530.8125647892813,3131258.245386994,171.5903021140114,1504.7112081270384,0.0
1,2025-12-31T03:11:48.298575+00:00,42,723054.8036452002,0,1.3191648388447708,2.1943921987602617,1.143439167964553,535.7719878360559,2882284.1865987633,173.9590723496839,1536.3413035529436,0.0
2,2025-12-31T03:11:49.871115+00:00,42,722034.078077945,0,1.2578944232474911,0.47088673943824766,1.1902489406547023,507.52045677560113,2878999.364218257,151.94036501565066,1404.6269563299697,0.0
3,2025-12-31T03:11:51.580031+00:00,42,787742.3900921234,0,1.3089117615922823,3.930321526384769,0.8512454530702184,499.7957260643864,3141104.3030457827,158.21054540724595,1559.6602311408453,0.0
4,2025-12-31T03:11:53.459279+00:00,42,793344.6249269681,0,1.0603087503164537,1.8539901211629062,1.1707059955394408,534.6318656078043,3164182.0108344792,173.01897851433884,1383.8991380265497,0.0
5,2025-12-31T03:11:55.035176+00:00,42,752478.0966042848,0,1.2150920960645317,4.113808066354149,0.9773656795309325,501.5361826908084,3000710.4498825097,154.9293998340447,1421.6585925552286,0.0
6,2025-12-31T03:11:56.753416+00:00,42,751374.8239049624,0,0.8817909774278214,2.772923935079174,0.8255269024416702,531.3585529906035,2995517.454442969,172.82399425265194,1550.3394538982925,0.0
7,2025-12-31T03:11:58.430396+00:00,42,787863.7078277423,0,1.3621049375940657,3.1583219956103243,1.1032350960341495,532.6225833653757,3141516.920855234,171.8489065737921,1540.6214055201194,0.0
8,2025-12-31T03:12:00.038456+00:00,42,772398.3490642676,0,0.9836207745038946,4.853490121974517,1.157248448528879,481.16337971599233,3080060.020878865,150.89711757540903,1509.701828575151,0.0
9,2025-12-31T03:12:01.807126+00:00,42,814695.8015731886,0,1.3227067976590094,0.9731935392598379,0.9866884014908137,549.7092481293447,3248356.5353841656,174.64987124115984,1626.807130227542,0.0
10,2025-12-31T03:12:03.412396+00:00,42,818749.6733682579,0,0.735043012629783,0.7714474603377391,1.0732195812969818,490.8011356160078,3264588.717101995,150.2555694057711,1684.6163462497511,0.0
11,2025-12-31T03:12:05.228074+00:00,42,790495.0157825148,0,1.2958097247262537,4.83754866217105,0.9303301432552608,546.3384176339235,3152003.7005820256,179.22672486404596,1533.5134870467932,0.0
1,2025-12-31T03:12:13.755541+00:00,42,726389.7356494922,0,1.3191648388447708,2.1943921987602617,1.143439167964553,533.9119221540299,2896188.85706519,173.36526270088754,1420.4919195168734,0.0
2,2025-12-31T03:12:15.372635+00:00,42,720025.4692556487,0,1.2578944232474911,0.47088673943824766,1.1902489406547023,509.71958841069153,2870604.500139665,152.61555872378486,1477.5460809062943,0.0
3,2025-12-31T03:12:17.121139+00:00,42,789041.7754504438,0,1.3089117615922823,3.930321526384769,0.8512454530702184,504.7625370333664,3146505.071252947,159.55862440280785,1512.5082712766252,0.0
4,2025-12-31T03:12:19.081930+00:00,42,793584.2146410017,0,1.0603087503164537,1.8539901211629062,1.1707059955394408,534.8995716501353,3164664.3369987966,172.93426902471708,1482.8918818646519,0.0
5,2025-12-31T03:12:20.749392+00:00,42,752560.3061320985,0,1.2150920960645317,4.113808066354149,0.9773656795309325,506.6573220854322,3000696.8624997544,156.60379263247725,1487.8924245791386,0.0
6,2025-12-31T03:12:22.525648+00:00,42,752740.1654498596,0,0.8817909774278214,2.772923935079174,0.8255269024416702,540.9206723055154,3000644.992285703,175.42076926482696,1610.6202038079032,0.0
7,2025-12-31T03:12:24.210089+00:00,42,813244.0547440994,0,1.3621049375940657,3.1583219956103243,1.1032350960341495,538.3339589788569,3243199.767929275,168.14344437458928,1504.0772801474516,0.0
8,2025-12-31T03:12:25.890763+00:00,42,772826.0438100832,0,0.9836207745038946,4.853490121974517,1.157248448528879,488.10983035983,3081157.5891679674,152.4579419720223,1630.8849354569693,0.0
9,2025-12-31T03:12:27.725875+00:00,42,815427.0905657912,0,1.3227067976590094,0.9731935392598379,0.9866884014908137,552.3474812649042,3251479.3431575373,175.6435131984214,1582.934322685824,0.0
10,2025-12-31T03:12:29.367646+00:00,42,818633.6491312766,0,0.735043012629783,0.7714474603377391,1.0732195812969818,483.7272106632963,3264773.91950991,148.44042287969765,1556.1481578401076,0.0
11,2025-12-31T03:12:31.218796+00:00,42,790938.9975449089,0,1.2958097247262537,4.83754866217105,0.9303301432552608,544.1530005490062,3153812.4469430964,177.8769527916454,1529.1721974256154,0.0
12,2025-12-31T03:12:32.937944+00:00,42,742748.0405401514,0,0.9963677648278951,2.3477790563790397,0.8757885436337143,549.8034663152966,2960263.9526235205,169.1740939560387,1692.2870513186517,0.0
13,2025-12-31T03:12:34.924661+00:00,42,865045.8347763851,0,0.8039372042683772,2.3785246311296686,0.8907637396203537,582.2887945744486,3450487.056028243,194.45615261911394,1437.5902359820254,0.0
14,2025-12-31T03:12:36.610128+00:00,42,792234.998555339,0,1.2358511957460083,2.1857595943616537,1.133071278423135,531.6583868244791,3159751.7930282713,162.95630717541385,1389.681772617947,0.0
15,2025-12-31T03:12:38.359691+00:00,42,715549.2295300104,0,1.2602120816017992,1.5618332069102054,1.1329039205580804,519.651581148965,2852516.575879218,165.02722951773634,1501.1813677884984,0.0
16,2025-12-31T03:12:40.010948+00:00,42,942046.9017588318,0,1.3438114859974415,1.9373918951508724,0.9153312415720977,536.5768499451302,3757770.6768111647,167.29369862244673,1639.3995724350866,0.0
17,2025-12-31T03:12:41.578591+00:00,42,822550.9299545045,0,1.2459964031799804,0.698762418046549,0.8799632809900434,488.53666231860274,3281286.2930132165,145.58019337927524,1377.8932690451293,0.0
18,2025-12-31T03:12:43.590917+00:00,42,772222.6642315616,0,0.7058898158008043,3.934621887510692,1.0659403426368128,552.2429808890628,3079415.519401086,186.6306275297311,1420.4691865692666,0.0
19,2025-12-31T03:12:45.403019+00:00,42,729612.8257763693,0,1.264132302901068,3.9036451551098397,0.983566310215336,541.9740351197788,2909109.1823701025,176.89833589047785,1406.180955991391,0.0
20,2025-12-31T03:12:47.150489+00:00,42,800407.0966152535,0,1.154992956762315,0.6989849906382872,0.8458120294143894,536.2244177271986,3191733.1032409663,175.2452265560684,1527.0410427925676,0.0
21,2025-12-31T03:12:48.758017+00:00,42,860567.5909276203,0,1.2347223694323772,2.3554810307156626,1.0260944425924756,541.1031270784268,3431651.3939386387,167.25044133066922,1677.7408759032026,0.0
22,2025-12-31T03:12:50.476235+00:00,42,784809.0966892671,0,1.3119990859328206,3.173591600002954,1.0214317602631984,538.45683412569,3128920.8268744885,166.8022432881082,1616.9598254553894,0.0
23,2025-12-31T03:12:52.396082+00:00,42,769386.728254198,0,1.1473657285963308,1.519750490313061,0.8123271338271758,584.5714217162434,3067578.6357650156,191.47284034202997,1493.8451558522092,0.0
24,2025-12-31T03:12:54.092072+00:00,42,775600.1610277083,0,1.0493739113858898,1.072923364097646,0.9634114574898545,498.19319261057944,3093144.576889988,155.07702717322715,1435.6478302472442,0.0
25,2025-12-31T03:12:55.967571+00:00,42,802805.8168361239,0,1.3827224586145328,1.1696974293267037,0.8233210966756265,563.8981369578039,3201250.40514759,181.27041939687817,1517.1293005253697,0.0
26,2025-12-31T03:12:57.694099+00:00,42,763071.904074876,0,0.9251071136175972,1.467968788833418,1.0647666058907581,494.7703696145586,3042931.173652379,153.24099534561466,1460.3297457994356,0.0
27,2025-12-31T03:12:59.454369+00:00,42,703513.7083694277,0,1.1456257218730226,3.9194910455320677,1.065725416130955,479.5971375486967,2805340.2301869304,147.57575862409007,1342.090191643352,0.0
28,2025-12-31T03:13:01.196542+00:00,42,894421.8684285885,0,1.0251094891520565,4.070101923330173,0.8667891679630816,553.3025984375807,3566806.6518193576,169.69851965090876,1720.903136267582,0.0
29,2025-12-31T03:13:03.112907+00:00,42,783184.6359747747,0,0.7181696585070884,0.45023930387820876,1.0889437402385802,535.8930410170893,3122553.043510255,177.49453955728688,1586.6544437161924,0.0
30,2025-12-31T03:13:04.842231+00:00,42,784242.1059040264,0,1.0695017842011099,0.806358895168009,1.0004179100413455,504.4690009618793,3127548.3497027457,155.33359847340344,1464.4577652450625,0.0
31,2025-12-31T03:13:06.490467+00:00,42,748738.211510746,0,0.8218496821705347,3.48160187538868,0.9784625102296123,493.1082643039496,2985619.824031502,150.3899272652122,1458.2610685062073,0.0
32,2025-12-31T03:13:08.148061+00:00,42,719599.6994754476,0,1.0048169808771859,1.5075604457393825,1.0521130372475553,489.5171304476083,2869476.002636826,153.27298707252052,1374.3482446250464,0.0
33,2025-12-31T03:13:09.897349+00:00,42,801426.2710626449,0,0.9894500884427123,0.438249596580505,0.8472023608482062,531.4600357055332,3195944.3957239785,168.9225364184842,1506.1321450779212,0.0
